name,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,borrow_abi,avg_prod_k,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,protection,fa_glofris,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets,id
Kazakhstan,22469.6790194365,17035275,0.53247,0.6,0.775,0.330570755355769,3,0.2,1.5,0.06,0.8,0.05,20,0.0531695219117724,0.265247958659118,1.25559845608739,1.2887652343584,21954470.1777348,9.01619238841799e-09,0.153593316789607,0.0974806108210292,2.06642853337303,35202178.3338562,9.19652003744934e-05,0.623667943770962,5.73557474160448e-05,KAZ
Kenya,2705.32321813981,44353691,0.25622,0.8,0.508333333333333,0.46296027315172,3,0.2,1.5,0.06,0.8,0.05,20,0.0188168284485113,0.102102645772465,1.38066206950824,0.1378220511846,6112916.67122794,3.11618058363329e-08,1.38214110706671,0.00448736357186417,0.298348810886075,13232870.9682584,0.000110282131497478,0.461949389961631,5.09447633689282e-05,KEN
Kyrgyz Republic,3109.81282884131,5719600,0.35707,0.6,0.483333333333333,0.52022566664102,3,0.2,1.5,0.06,0.8,0.05,20,0.0522631314943183,0.483404503033677,1.43475862604058,0.523557526896675,2994539.63083822,8.19605865017442e-08,0.468781770555376,0.0205683245478486,0.967112078047324,5531494.24159948,0.000310987230188918,0.541361791234972,0.000168356603986275,KGZ
Lao PDR,4667.34005886512,6769727,0.38614,0.4,0.166666666666667,0.247298886072843,3,0.2,1.5,0.06,0.8,0.05,20,0.18583389611431,0.149190916672771,1.17693451771667,3.36269691021216,22764540.0658799,2.33093995075663e-07,1.57798271200158,0.0231299324955979,5.05714437501231,34235486.818419,0.00108351744488958,0.664939867413608,0.000720473946145209,LAO
Latvia,21832.5707415661,2012647,0.67382,0,0.35,0.239369908080608,3,0.2,1.5,0.06,0.8,0.05,20,0.0581330498586686,0.2706915442128,1.16944429753193,3.80171246751651,7651505.19260969,2.94340074138843e-08,0.0592402667195321,0,6.46156396886132,13004847.3372368,0.000295959832002716,0.588357940250564,0.000174130317154021,LVA
Lesotho,2493.61373413973,2074465,0.27312,0.4,0.166666666666667,0.199212095658208,3,0.2,1.5,0.06,0.8,0.05,20,0.0229051235274442,0.0929640347432856,1.13150865721664,0.519392675867221,1077461.92734289,1.0219574048678e-07,0.212001486788909,0.000805359571559122,0.865861534710029,1796199.44860224,0.000347231619258282,0.599856507127507,0.000208289146292501,LSO
Liberia,849.830924236094,4294077,0.49701,0,0,0.472512071273252,3,0.2,1.5,0.06,0.8,0.05,20,0.0637109682949236,0.13960573670102,1.38968530947189,0.0922190097962421,395995.528928818,7.91718774162152e-08,0.339970137859789,0,0.133457263294372,573075.764795306,0.000157039782253553,0.691000306164163,0.000108514537617158,LBR
Lithuania,24469.6225008436,2957689,0.66508,0,0.35,0.312964424494681,3,0.2,1.5,0.06,0.8,0.05,20,0.0802232838874312,0.374249463653,1.2389663888873,2.1457196118232,6346371.29297374,1.17793812557641e-08,0.0348397463669796,0,3.06822539237213,9074856.49253974,0.000125389159242908,0.699335719324153,8.76891178745901e-05,LTU
"Macedonia, FYR",11608.9689707937,2107158,0.57104,0.666666666666667,0.333333333333333,0.263932166583175,3,0.2,1.5,0.06,0.8,0.05,20,0.120601264468357,0.276049315545064,1.19264737926565,0.715507751011261,1507687.88160539,1.3710648122375e-08,0.0288905018762474,0.0103057994909092,1.16680403958685,2458640.46644774,0.000100508842992202,0.613220152429894,6.16340480202302e-05,MKD
Madagascar,1368.63241207592,22924851,0.35105,0.6,0.25,0.294072983842621,3,0.2,1.5,0.06,0.8,0.05,20,0.050636479633979,0.105366181126918,1.22112032471239,0.827141784708655,18962102.17032,3.82732797570062e-07,8.77409235710683,0.00925397051765211,1.31855565293346,30227691.8787072,0.000963411096580339,0.627308967102352,0.000604356419890757,MDG
Malawi,754.981975267971,16362567,0.16272,0.8,0.333333333333333,0.253076569219416,3,0.2,1.5,0.06,0.8,0.05,20,0.0228307784233105,0.0493367570398136,1.18239248707512,0.230453083234162,3770804.01477555,2.87742102513737e-07,4.70819943110189,0.00451527535750771,0.406145175044636,6645577.63839459,0.000537953472201082,0.567415538566559,0.000305243159152727,MWI
Malaysia,22589.3714474966,29716965,0.74705,0.8,0.766666666666667,0.250594074561213,3,0.2,1.5,0.06,0.8,0.05,20,0.108120634795289,0.103758126452764,1.18004736370417,2.00312273973407,59526728.3473816,1.54112138527977e-08,0.457974502671105,0.0835788945717303,3.55927881870702,105770964.080758,0.000157564314127982,0.56278893611986,8.86754527185422e-05,MYS
Mali,1589.1673480781,15301650,0.39916,0.6,0.333333333333333,0.643844865958912,3,0.2,1.5,0.06,0.8,0.05,20,0.0911249702945771,0.0562178872045217,1.55153723519539,0.109580496370325,1676762.40228498,6.37363694684006e-08,0.975271617876152,0.00426928021159765,0.274734963426337,4203898.25311261,0.00017287981895588,0.398858940280842,6.89546613846859e-05,MLI
Mauritania,2945.22956949672,3889880,0.59859,0.666666666666667,0.333333333333333,0.238105970858006,3,0.2,1.5,0.06,0.8,0.05,20,0.0693921652018413,0.0947903633797946,1.16825030152056,0.550968168745081,2143200.06023812,1.49778465917599e-07,0.58262025900355,0.0311385785464843,1.62891595922441,6336287.61146784,0.000553069267025849,0.338242231359449,0.000187071382975158,MRT
Mexico,16290.8128214269,122332399,0.79246,0.533333333333333,0.766666666666667,0.368263044976773,3,0.2,1.5,0.06,0.8,0.05,20,0.0611030385874219,0.277367829897964,1.29120500573412,0.415738630481516,50858304.0237783,5.18421055647345e-09,0.634196914294522,0.00941974002805234,0.733394337375342,89717888.704141,4.50188916547324e-05,0.566869157961259,2.55198212046673e-05,MEX
Moldova,4521.08484478811,3558566,0.44995,0.6,0.375,0.256704773757287,3,0.2,1.5,0.06,0.8,0.05,20,0.0628217563591918,0.353501051425602,1.18581992134099,1.41717805853913,5043121.65506337,8.63476610108152e-08,0.307273850652613,0.013391898141324,1.78600268194191,6355608.41986729,0.000395038523552772,0.793491562396898,0.000313459735260853,MDA
Mongolia,9132.30570379131,2839073,0.7204,0.533333333333333,0.566666666666667,0.207674879250716,3,0.2,1.5,0.06,0.8,0.05,20,0.0471083001550328,0.225477051347076,1.13950314434294,1.16843973325647,3317285.69881563,3.53910548545239e-08,0.100477788278998,0.0588642816636622,2.10148515334013,5966269.75874883,0.000230115506587531,0.55600665624467,0.000127945753367781,MNG
Montenegro,14151.5411049103,621383,0.64026,0,0.175,0.364896662391585,3,0.2,1.5,0.06,0.8,0.05,20,0.106307684833747,0.283945544101949,1.28802490524528,0.688677109224414,427932.248161194,9.02519538083399e-09,0.00560810298132877,0,1.03385136853796,642417.664936223,7.30557443089526e-05,0.666127772504011,4.86644602251452e-05,MNE
Morocco,6967.25924587856,33008150,0.60195,0.866666666666667,0.75,0.269256967218823,3,0.2,1.5,0.06,0.8,0.05,20,0.0562499278503009,0.15117305254951,1.19767752681303,0.469877427749444,15509784.6167678,2.10061018130563e-08,0.693372559560636,0.0345359318691942,0.831200389208692,27436387.1270589,0.000119300913009715,0.565299816806836,6.74407842692803e-05,MAR
Nepal,2172.79039161762,27797457,0.18615,0.6,0.333333333333333,0.270199300271313,3,0.2,1.5,0.06,0.8,0.05,20,0.0583797399065303,0.357543042672411,1.19856771493783,0.588223779353246,16351125.2129494,1.10305742684395e-07,3.06621913912252,0.00810992977232634,0.760143684863265,21130061.3938082,0.000349846762851959,0.773832357048465,0.000270722745103507,NPL
Netherlands,45021.1574077338,16804432,0.90496,0.8,0.916666666666667,0.252519894857052,3,0.2,1.5,0.06,0.8,0.05,20,0.323010912533598,0.4015912337,1.18186661683694,1.49866068666015,25184141.6000538,2.97717064000539e-09,0.0500296615723671,0.0826725975989666,1.93477411038191,32512779.9732734,4.29747750121048e-05,0.774592071817792,3.32879200125297e-05,NLD
Niger,886.809611289333,17831270,0.18732,0.666666666666667,0.333333333333333,0.233592316855355,3,0.2,1.5,0.06,0.8,0.05,20,0.0402116515457816,0.0633790446860027,1.16398641500823,0.113766935078328,2028608.93645413,1.19602851319382e-07,2.13267073464576,0.00545437111318592,0.214911896261057,3832152.04844289,0.000242342768419702,0.52936546118477,0.000128287891369289,NER
Nigeria,5422.6933427295,173615345,0.47776,0.8,0.591666666666667,0.873644472948681,3,0.2,1.5,0.06,0.8,0.05,20,0.0376700887340043,0.0399476983064351,1.76862065457249,0.159642869368084,27716451.8421298,1.47425643933216e-08,2.55953540333125,0.00559311670954688,0.400558701144754,69543137.0919984,7.38671128585586e-05,0.398550496873096,2.94397745323596e-05,NGA
Pakistan,4454.07482878434,182142594,0.38758,0.733333333333333,0.541666666666667,0.376717358129969,3,0.2,1.5,0.06,0.8,0.05,20,0.0785892132001956,0.132341046948827,1.29919149114122,0.58082843015519,105793596.937414,4.50654868116549e-08,8.20834466774762,0.0281015632004652,0.911489949530637,166021143.812439,0.000204641813298725,0.637229659475985,0.000130403833002895,PAK
Panama,18793.3933318045,3864170,0.66592,0.666666666666667,0.716666666666667,0.540242716064463,3,0.2,1.5,0.06,0.8,0.05,20,0.0185889933292322,0.20732496877091,1.45366801231675,0.74080732409227,2862605.43753763,8.00952075084205e-09,0.0309501497997813,0.0104043746411692,1.40411345538764,5425733.09090526,7.47131415065648e-05,0.527597909734261,3.94184972885437e-05,PAN
Paraguay,7833.07400156758,6802295,0.59666,0.8,0.666666666666667,0.368273213069667,3,0.2,1.5,0.06,0.8,0.05,20,0.0275042586261781,0.198592595869151,1.29121461116558,0.494854438007027,3366145.86938301,2.14922342330128e-08,0.146196517462052,0.0178510819337617,1.01379856594036,6896156.91610329,0.000129425378304543,0.488119094494889,6.31749984626719e-05,PRY
Peru,11396.4930206131,30375603,0.78609,0.6,0.766666666666667,0.270198675364192,3,0.2,1.5,0.06,0.8,0.05,20,0.0688875034322806,0.157771759437351,1.19856712461056,2.75228961722441,83602456.7538305,7.8589421806887e-08,2.38720107680554,0.13274884962826,6.50556549517064,197610474.771802,0.000570839247073979,0.42306692927272,0.00024150320736794,PER
Philippines,6326.21642389398,98393574,0.44373,0.733333333333333,0.633333333333333,0.273657188280276,3,0.2,1.5,0.06,0.8,0.05,20,0.0539368864081586,0.247024990366598,1.20183425730769,3.04985943318285,300086569.828474,1.28049466534231e-07,12.5992446610964,0.0888783155564907,4.38409251762624,431366531.555904,0.000693003878442669,0.695664934287059,0.000482098497557497,PHL
Poland,22835.2204608088,38514479,0.60539,0.6,0.791666666666667,0.413202631999369,3,0.2,1.5,0.06,0.8,0.05,20,0.0578244456439359,0.516368024197,1.3336578164419,0.59994657050743,23106629.5909304,4.36274234684054e-09,0.168028748499801,0.0489974951460412,1.02440275326093,39454338.3280101,4.48606465183495e-05,0.585654976617012,2.6272860887728e-05,POL
Romania,18184.1097333037,19981358,0.54564,0.6,0.691666666666667,0.267748037821394,3,0.2,1.5,0.06,0.8,0.05,20,0.0736838074881726,0.4337320243548,1.19625209551015,1.98136353605701,39590334.142101,1.68151799572646e-08,0.335990130560528,0.0993483796603905,2.80529128318965,56053529.4236917,0.000154271576906063,0.706295117348447,0.000108961261514398,ROU
Russian Federation,23564.2077363646,143499861,0.74008,0,0.25,0.349163003927215,3,0.2,1.5,0.06,0.8,0.05,20,0.0425464211056074,0.274995287955646,1.27316188427018,0.955304796258341,137086105.475705,7.79189468575937e-09,1.11813580433311,0,1.91809641996699,275246569.64986,8.13987230730001e-05,0.49804837041236,4.05405013801547e-05,RUS
Rwanda,1426.36628762623,11776522,0.28811,0.8,0.483333333333333,0.712577817249879,3,0.2,1.5,0.06,0.8,0.05,20,0.0391139166425154,0.0414211944175656,1.61646678092254,0.165025213203592,1943423.05384679,7.21202504546269e-08,0.849325716124424,0.00106575409300389,0.26434825286654,3113103.01554437,0.00018532985191796,0.624272002610538,0.000115696237800339,RWA
Senegal,2170.07720699017,14133280,0.43721,0.666666666666667,0.508333333333333,0.226210112016363,3,0.2,1.5,0.06,0.8,0.05,20,0.0292921690759772,0.215938648836242,1.15701271174571,0.133634730151675,1888697.05895806,2.57064698034814e-08,0.363316735544147,0.00183696935903939,0.176818095193539,2499019.64843694,8.14800941754418e-05,0.755775193740227,6.15806339614165e-05,SEN
Serbia,12892.4963006621,7164132,0.55553,0.6,0.508333333333333,0.220120453370109,3,0.2,1.5,0.06,0.8,0.05,20,0.109556156260181,0.300993557836281,1.15126003035916,5.01260663732528,35910975.6138744,7.15906628732391e-08,0.512884958791384,0.163754443717153,7.13072393318868,51085447.5129229,0.000553091020303219,0.702959010093631,0.000388800316124027,SRB
Sierra Leone,1494.64854833896,6092075,0.39942,0.733333333333333,0.333333333333333,0.40686599128015,3,0.2,1.5,0.06,0.8,0.05,20,0.0514769080487583,0.0583539591345733,1.32767181997867,0.249769892314623,1521616.9167226,1.1905087003589e-07,0.725266829073895,0.0075027576957674,0.468073781974646,2851540.58532319,0.000313166451400784,0.533612225108887,0.000167109446961427,SLE
Slovak Republic,25758.8626348949,5413393,0.53598,0.733333333333333,0.625,0.305901886041796,3,0.2,1.5,0.06,0.8,0.05,20,0.147608568481302,0.4336790136506,1.23229466295653,2.52539497419586,13670955.4755471,1.29255242053524e-08,0.0699709422545852,0.133033790465559,3.6359391626979,19682767.6117747,0.00014115293886355,0.694564694619917,9.80398478764654e-05,SVK
Slovenia,27368.1720259118,2059953,0.4965,0.866666666666667,0.691666666666667,0.221337883039885,3,0.2,1.5,0.06,0.8,0.05,20,0.109418433415563,0.397748279186,1.15241009235895,3.76374331368454,7753134.3302544,1.58801453064232e-08,0.0327123529644024,0.207044131568334,4.89177951331032,10076835.8837821,0.000178739723963985,0.769401667316271,0.00013752264163354,SVN
South Africa,12454.1909220073,53157490,0.64801,0.733333333333333,0.716666666666667,0.412218190943268,3,0.2,1.5,0.06,0.8,0.05,20,0.0173909766139002,0.134002143528218,1.33272785040135,0.528241878512212,28080012.3745941,1.02142233440592e-08,0.542962475269594,0.00196239067957805,0.965895484434312,51344579.5548621,7.75558597489875e-05,0.546893413443778,4.24147888706907e-05,ZAF
Spain,31682.6447411771,46617825,0.79579,0.8,0.716666666666667,0.182999296713742,3,0.2,1.5,0.06,0.8,0.05,20,0.0446903297362609,0.4736918307142,1.11619300947188,0.635740673886453,29636847.4806208,2.10792239161739e-09,0.0982667571660008,0.0165632824648219,0.808967916268768,37712324.7512321,2.55334718069598e-05,0.785866362684324,2.00658966156382e-05,ESP
Sri Lanka,9425.73738258594,20483000,0.18356,0.666666666666667,0.508333333333333,0.337960802589002,3,0.2,1.5,0.06,0.8,0.05,20,0.062351603231574,0.113145810761312,1.26257956777754,0.435975241185933,8930080.86521147,1.07987348375181e-08,0.221190485676884,0.0112533061291797,0.672379070791089,13772340.5070139,7.1334373481836e-05,0.648406918247746,4.6253701274491e-05,LKA
Sudan,3264.77297794563,37964306,0.33806,0.666666666666667,0.333333333333333,0.948753364453899,3,0.2,1.5,0.06,0.8,0.05,20,0.105408880657444,0.0644439405620941,1.83957332158163,0.149347230827826,5669863.97140023,2.70708010993436e-08,1.02772417660062,0.00264877321578758,0.343599711807747,13044524.6005811,0.000105244595605529,0.434654703410781,4.57450584885089e-05,SDN
Swaziland,6470.88419034393,1249514,0.21308,0.6,0.416666666666667,0.190380606920986,3,0.2,1.5,0.06,0.8,0.05,20,0.0226918690712067,0.132466920261919,1.12316586760799,0.918735893077461,1147973.36070279,4.66303979419012e-08,0.0582653350539767,0.0133314385287903,1.65156417596857,2063652.5597712,0.000255230062443877,0.55628228466427,0.000141979962251284,SWZ
Sweden,43540.4943919326,9600379,0.85815,0.733333333333333,0.916666666666667,0.357367643802592,3,0.2,1.5,0.06,0.8,0.05,20,0.0340465156669038,0.424552654524,1.28091251231623,0.147332962949311,1414452.28350635,3.28536682329857e-10,0.00315407666576923,0.00866856715571505,0.203101946481576,1949855.66186085,4.66466789865409e-06,0.72541384020008,3.3838146536207e-06,SWE
Syrian Arab Republic,4959.39252336449,22845550,0.57656,0.666666666666667,0.333333333333333,0.270750756517352,3,0.2,1.5,0.06,0.8,0.05,20,0.0552890789635572,0.121903630176602,1.19908865580929,0.517596846451175,11824784.6354426,3.3947414971757e-08,0.775547366108023,0.0112424944716897,0.806720129894712,18429965.0635161,0.000162665109908951,0.641606459626498,0.000104366985273437,SYR
Tajikistan,2431.65906854526,8207834,0.26782,0.6,0.333333333333333,0.385426324463078,3,0.2,1.5,0.06,0.8,0.05,20,0.0749447834037635,0.235536526548378,1.30741853824368,0.615113745051082,5048751.5104976,1.2916652653054e-07,1.06017740811927,0.0166262780147094,1.05384938269114,8649820.79413136,0.000433386981062936,0.583682787269191,0.000252960521072995,TJK
Tanzania,2364.70275676079,49253126,0.31608,0.666666666666667,0.333333333333333,0.41320436712275,3,0.2,1.5,0.06,0.8,0.05,20,0.0199402326141811,0.0713407008193885,1.33365945555052,0.133171495906319,6559112.4674824,2.8716228201514e-08,1.41436400585392,0.00251479622038001,0.224681019158833,11066242.5464384,9.50144869229168e-05,0.592713600841271,5.63163786761679e-05,TZA
Thailand,13931.8114713267,67010502,0.50374,0.666666666666667,0.741666666666667,0.240336362999727,3,0.2,1.5,0.06,0.8,0.05,20,0.170328056989141,0.543239421873024,1.17035727271611,2.01110764230358,134765332.686799,3.62047253995364e-08,2.42609682379508,0.319946901765535,4.05097112592306,271457608.735609,0.000290771313856811,0.496450747188508,0.000144353636025198,THA
Togo,1345.91427629197,6816982,0.39964,0.2,0.25,0.370892031208632,3,0.2,1.5,0.06,0.8,0.05,20,0.0233160531804095,0.00977173581554481,1.2936885144232,0.141045284172655,961503.163389871,7.42937509671187e-08,0.506459163055331,0.000315273716967822,0.249604103881798,1701546.68328835,0.000185453195852461,0.565075982242054,0.000104795146806257,TGO
Turkey,18567.1347101229,74932641,0.73397,0.866666666666667,0.691666666666667,0.41216690941997,3,0.2,1.5,0.06,0.8,0.05,20,0.0290534084610225,0.214396496463075,1.33267940659166,0.710996716850645,53276861.735948,8.65289862119222e-09,0.648384545991192,0.0522624833014675,1.48936330999717,111601926.22659,8.02150322734052e-05,0.477382994517299,3.82932923119799e-05,TUR
Uganda,1620.57693909325,37578876,0.16101,0.666666666666667,0.591666666666667,0.573574552105166,3,0.2,1.5,0.06,0.8,0.05,20,0.00552861119030658,0.160690348176094,1.48515539837723,0.0672344147515013,2526593.73487924,3.13821804385742e-08,1.17930706731081,0.00195533095418316,0.139302443022188,5234829.23282787,8.59585494904863e-05,0.482650650576115,4.14879498341624e-05,UGA
Ukraine,8508.01478731021,45489600,0.69695,0,0.05,0.245854192439943,3,0.2,1.5,0.06,0.8,0.05,20,0.0394241321010366,0.327983756955182,1.17556976762901,0.964835380261962,43889975.5139645,2.50167482900647e-08,1.13800187301573,0,1.33584797577848,60767190.0789727,0.000157010537613417,0.722264357738533,0.000113403115107536,UKR
United Kingdom,36931.4742257195,64106779,0.82592,0.8,0.891666666666667,0.30312817474804,3,0.2,1.5,0.06,0.8,0.05,20,0.0397023687883058,0.4789160524714,1.2296744377094,0.685463545733353,43942860.0388845,1.95778218220186e-09,0.125507109684552,0.0154370525755944,0.945023269693127,60582397.9000747,2.55885606926301e-05,0.725340388661477,1.85604165580801e-05,GBR
United States,51340.4876279117,316128839,0.81617,0.733333333333333,0.916666666666667,0.318736853346575,3,0.2,1.5,0.06,0.8,0.05,20,0.036956968937032,0.17613583013,1.24441939470265,1.66237082961511,525523360.353692,3.19252209687234e-09,1.0092483039661,0.0268122955696523,2.52686139294312,798813758.465032,4.92177131478855e-05,0.657879705732055,3.23793346425356e-05,USA
Uruguay,18965.8165353822,3407062,0.95311,0.666666666666667,0.633333333333333,0.29188665397069,3,0.2,1.5,0.06,0.8,0.05,20,0.0175418841175612,0.220602730266816,1.21905497755752,0.394771704271212,1345011.67229768,3.94713269396627e-09,0.0134481258105701,0.0137215419266097,0.701511654685414,2390093.7012358,3.69882126285831e-05,0.562744327388607,2.08149068369788e-05,URY
Uzbekistan,5002.14912007417,30243200,0.36365,0,0,0.730183656731034,3,0.2,1.5,0.06,0.8,0.05,20,0.0464219161841697,0.24472208111165,1.63309838393369,0.205302160396344,6208994.29729871,1.95780101734481e-08,0.592101677277627,0,0.471278632325602,14252973.9331496,9.42152304964898e-05,0.435627983775218,4.10427909021033e-05,UZB
"Venezuela, RB",17614.5982099448,30405207,0.8899,0,0.05,0.3131698078545,3,0.2,1.5,0.06,0.8,0.05,20,0.033482600344755,0.122833733053562,1.23916040715659,1.86378859583481,56668878.0605968,1.90722428553076e-08,0.579895491969899,0,3.03404259329859,92250693.0960603,0.000172245915412685,0.614292165822404,0.000105809316432921,VEN
Vietnam,5124.60351980227,89708900,0.33593,0.533333333333333,0.591666666666667,0.269704550994856,3,0.2,1.5,0.06,0.8,0.05,20,0.210900550760818,0.257158743901834,1.19810034309993,1.70421377182577,152883142.835341,1.00371620197271e-07,9.00422763911499,0.0486428594886484,2.50538224369685,224755085.161576,0.000488892893667902,0.680221062519825,0.000332555243589172,VNM
"Yemen, Rep.",3832.28473991896,24407381,0.34606,0.333333333333333,0.166666666666667,0.219131475660172,3,0.2,1.5,0.06,0.8,0.05,20,0.0198327467016471,0.0823429561118856,1.15032577870497,0.519144160065922,12670949.308654,4.29810204389972e-08,1.04905414162339,0.00197760629807698,0.693796801552227,16933762.8720666,0.000181039992755575,0.748265427145879,0.000135465967509737,YEM
Zambia,3799.54043558048,14538640,0.40922,0.866666666666667,0.541666666666667,0.425750249346411,3,0.2,1.5,0.06,0.8,0.05,20,0.0185922118987272,0.125313006065388,1.34551109902325,0.205981201322368,2994686.53279343,3.14516843400893e-08,0.457264716014196,0.00664710874420908,0.5012058804508,7286851.86175722,0.000131912237532018,0.410971238280568,5.42121356028939e-05,ZMB
