country,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,borrow_abi,avg_prod_k,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,protection,fa_glofris,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Kazakhstan,22469.679019436495,17035275.0,0.53247,0.6,0.775,0.3305707553557686,3,0.2,1.5,0.06,0.8,0.05,20,0.05316952191177236,0.265247958659118,1.2555984560873927,1.2887652343584,21954470.177734792,9.016192388417994e-09,0.15359331678960733,0.09748061082102923,2.066428533373027,35202178.33385619,9.196520037449336e-05,0.6236679437709618,5.7355747416044754e-05
Kenya,2705.323218139811,44353691.0,0.25622,0.8,0.5083333333333333,0.4629602731517201,3,0.2,1.5,0.06,0.8,0.05,20,0.018816828448511267,0.10210264577246544,1.380662069508237,0.13782205118460011,6112916.671227938,3.116180583633293e-08,1.3821411070667073,0.004487363571864167,0.2983488108860748,13232870.968258398,0.00011028213149747792,0.46194938996163054,5.094476336892824e-05
Kyrgyz Republic,3109.8128288413104,5719600.0,0.35707,0.6,0.4833333333333333,0.5202256666410198,3,0.2,1.5,0.06,0.8,0.05,20,0.05226313149431831,0.4834045030336768,1.4347586260405798,0.5235575268966751,2994539.630838223,8.196058650174416e-08,0.46878177055537595,0.02056832454784859,0.9671120780473244,5531494.241599476,0.00031098723018891847,0.5413617912349715,0.0001683566039862753
Lao PDR,4667.34005886512,6769727.0,0.38614,0.4,0.16666666666666666,0.2472988860728427,3,0.2,1.5,0.06,0.8,0.05,20,0.1858338961143098,0.1491909166727706,1.1769345177166666,3.3626969102121635,22764540.06587986,2.33093995075663e-07,1.577982712001583,0.023129932495597947,5.057144375012314,34235486.81841899,0.0010835174448895794,0.6649398674136084,0.0007204739461452087
Latvia,21832.570741566098,2012647.0,0.6738200000000001,0.0,0.35,0.2393699080806075,3,0.2,1.5,0.06,0.8,0.05,20,0.05813304985866859,0.2706915442128,1.1694442975319261,3.8017124675165057,7651505.192609693,2.943400741388433e-08,0.05924026671953205,0.0,6.461563968861316,13004847.33723682,0.000295959832002716,0.5883579402505644,0.00017413031715402108
Lesotho,2493.613734139731,2074465.0,0.27312,0.4,0.16666666666666666,0.1992120956582078,3,0.2,1.5,0.06,0.8,0.05,20,0.022905123527444192,0.09296403474328559,1.1315086572166373,0.5193926758672208,1077461.9273428943,1.0219574048678039e-07,0.2120014867889089,0.0008053595715591223,0.8658615347100294,1796199.448602241,0.00034723161925828173,0.599856507127507,0.0002082891462925013
Liberia,849.8309242360939,4294077.0,0.4970100000000001,0.0,0.0,0.4725120712732518,3,0.2,1.5,0.06,0.8,0.05,20,0.06371096829492359,0.13960573670102042,1.38968530947189,0.09221900979624213,395995.528928818,7.917187741621518e-08,0.33997013785978897,0.0,0.13345726329437166,573075.7647953056,0.00015703978225355274,0.691000306164163,0.00010851453761715843
Lithuania,24469.622500843605,2957689.0,0.66508,0.0,0.35,0.3129644244946807,3,0.2,1.5,0.06,0.8,0.05,20,0.08022328388743118,0.3742494636530001,1.2389663888872968,2.1457196118231976,6346371.292973742,1.1779381255764093e-08,0.034839746366979646,0.0,3.0682253923721325,9074856.492539741,0.00012538915924290836,0.6993357193241532,8.76891178745901e-05
"Macedonia, FYR",11608.9689707937,2107158.0,0.57104,0.6666666666666667,0.3333333333333333,0.2639321665831752,3,0.2,1.5,0.06,0.8,0.05,20,0.12060126446835667,0.27604931554506407,1.1926473792656516,0.7155077510112607,1507687.8816053863,1.3710648122374956e-08,0.028890501876247365,0.010305799490909187,1.166804039586845,2458640.4664477375,0.00010050884299220169,0.6132201524298937,6.163404802023017e-05
Madagascar,1368.63241207592,22924851.0,0.35105,0.6,0.25,0.2940729838426214,3,0.2,1.5,0.06,0.8,0.05,20,0.05063647963397895,0.10536618112691794,1.2211203247123867,0.8271417847086545,18962102.170319982,3.8273279757006167e-07,8.774092357106827,0.009253970517652112,1.3185556529334572,30227691.87870722,0.0009634110965803395,0.6273089671023521,0.0006043564198907572
Malawi,754.9819752679712,16362567.0,0.16272000000000006,0.8,0.3333333333333333,0.25307656921941635,3,0.2,1.5,0.06,0.8,0.05,20,0.02283077842331048,0.04933675703981355,1.1823924870751237,0.23045308323416186,3770804.01477555,2.8774210251373714e-07,4.7081994311018915,0.00451527535750771,0.40614517504463626,6645577.638394589,0.0005379534722010817,0.5674155385665595,0.0003052431591527275
Malaysia,22589.371447496604,29716965.0,0.74705,0.8,0.7666666666666666,0.2505940745612133,3,0.2,1.5,0.06,0.8,0.05,20,0.10812063479528926,0.10375812645276378,1.1800473637041682,2.0031227397340734,59526728.34738157,1.5411213852797718e-08,0.45797450267110495,0.0835788945717303,3.559278818707017,105770964.08075777,0.00015756431412798175,0.5627889361198598,8.867545271854225e-05
Mali,1589.1673480781,15301650.0,0.39916,0.6,0.3333333333333333,0.6438448659589122,3,0.2,1.5,0.06,0.8,0.05,20,0.09112497029457714,0.05621788720452166,1.5515372351953896,0.1095804963703246,1676762.4022849775,6.373636946840058e-08,0.9752716178761516,0.004269280211597647,0.2747349634263372,4203898.253112612,0.00017287981895587956,0.3988589402808415,6.895466138468586e-05
Mauritania,2945.22956949672,3889880.0,0.59859,0.6666666666666667,0.3333333333333333,0.2381059708580064,3,0.2,1.5,0.06,0.8,0.05,20,0.06939216520184127,0.09479036337979464,1.1682503015205559,0.5509681687450809,2143200.060238115,1.4977846591759902e-07,0.5826202590035501,0.031138578546484278,1.628915959224408,6336287.61146784,0.000553069267025849,0.338242231359449,0.0001870713829751581
Mexico,16290.812821426902,122332399.0,0.79246,0.5333333333333333,0.7666666666666666,0.3682630449767729,3,0.2,1.5,0.06,0.8,0.05,20,0.06110303858742192,0.2773678298979638,1.2912050057341198,0.4157386304815157,50858304.02377835,5.1842105564734505e-09,0.6341969142945222,0.009419740028052343,0.7333943373753423,89717888.70414099,4.501889165473235e-05,0.5668691579612589,2.5519821204667273e-05
Moldova,4521.084844788112,3558566.0,0.44995,0.6,0.375,0.25670477375728673,3,0.2,1.5,0.06,0.8,0.05,20,0.06282175635919181,0.3535010514256024,1.1858199213409946,1.4171780585391345,5043121.655063374,8.634766101081518e-08,0.30727385065261253,0.01339189814132395,1.7860026819419073,6355608.4198672855,0.0003950385235527716,0.7934915623968982,0.0003134597352608526
Mongolia,9132.30570379131,2839073.0,0.7204,0.5333333333333333,0.5666666666666667,0.20767487925071607,3,0.2,1.5,0.06,0.8,0.05,20,0.047108300155032784,0.22547705134707594,1.139503144342944,1.1684397332564653,3317285.6988156326,3.539105485452386e-08,0.10047778827899764,0.05886428166366217,2.1014851533401337,5966269.758748833,0.00023011550658753074,0.5560066562446699,0.0001279457533677813
Montenegro,14151.5411049103,621383.0,0.64026,0.0,0.175,0.3648966623915853,3,0.2,1.5,0.06,0.8,0.05,20,0.10630768483374672,0.2839455441019487,1.288024905245277,0.6886771092244144,427932.2481611944,9.025195380833988e-09,0.005608102981328767,0.0,1.0338513685379593,642417.6649362228,7.305574430895259e-05,0.6661277725040112,4.8664460225145185e-05
Morocco,6967.259245878558,33008150.0,0.60195,0.8666666666666666,0.75,0.26925696721882303,3,0.2,1.5,0.06,0.8,0.05,20,0.0562499278503009,0.1511730525495105,1.1976775268130286,0.4698774277494443,15509784.61676782,2.100610181305634e-08,0.6933725595606357,0.03453593186919415,0.8312003892086915,27436387.12705887,0.00011930091300971517,0.5652998168068362,6.744078426928029e-05
Nepal,2172.7903916176197,27797457.0,0.18615,0.6,0.3333333333333333,0.2701993002713125,3,0.2,1.5,0.06,0.8,0.05,20,0.05837973990653034,0.3575430426724108,1.1985677149378307,0.5882237793532462,16351125.21294935,1.1030574268439465e-07,3.066219139122525,0.00810992977232634,0.7601436848632654,21130061.39380817,0.00034984676285195946,0.7738323570484649,0.0002707227451035071
Netherlands,45021.1574077338,16804432.0,0.90496,0.8,0.9166666666666669,0.25251989485705195,3,0.2,1.5,0.06,0.8,0.05,20,0.32301091253359776,0.40159123370000005,1.1818666168369425,1.498660686660152,25184141.600053832,2.9771706400053923e-09,0.050029661572367094,0.08267259759896656,1.9347741103819143,32512779.973273374,4.297477501210477e-05,0.7745920718177918,3.32879200125297e-05
Niger,886.809611289333,17831270.0,0.18732000000000001,0.6666666666666667,0.3333333333333333,0.23359231685535525,3,0.2,1.5,0.06,0.8,0.05,20,0.0402116515457816,0.06337904468600265,1.1639864150082335,0.11376693507832776,2028608.9364541334,1.1960285131938212e-07,2.1326707346457585,0.005454371113185919,0.2149118962610567,3832152.0484428923,0.0002423427684197019,0.5293654611847701,0.00012828789136928946
Nigeria,5422.6933427295,173615345.0,0.47776,0.8,0.5916666666666667,0.8736444729486806,3,0.2,1.5,0.06,0.8,0.05,20,0.03767008873400431,0.03994769830643513,1.7686206545724874,0.15964286936808372,27716451.842129786,1.474256439332161e-08,2.559535403331247,0.0055931167095468835,0.4005587011447543,69543137.09199841,7.386711285855859e-05,0.39855049687309585,2.943977453235957e-05
Pakistan,4454.074828784341,182142594.0,0.38758,0.7333333333333333,0.5416666666666667,0.3767173581299691,3,0.2,1.5,0.06,0.8,0.05,20,0.07858921320019564,0.1323410469488273,1.2991914911412175,0.58082843015519,105793596.93741415,4.5065486811654945e-08,8.20834466774762,0.02810156320046515,0.9114899495306367,166021143.81243923,0.00020464181329872525,0.6372296594759846,0.0001304038330028947
Panama,18793.3933318045,3864170.0,0.66592,0.6666666666666667,0.7166666666666667,0.5402427160644628,3,0.2,1.5,0.06,0.8,0.05,20,0.018588993329232188,0.2073249687709104,1.453668012316749,0.7408073240922702,2862605.4375376278,8.009520750842049e-09,0.030950149799781324,0.010404374641169221,1.4041134553876413,5425733.090905262,7.471314150656482e-05,0.5275979097342611,3.9418497288543665e-05
Paraguay,7833.074001567578,6802295.0,0.5966600000000001,0.8,0.6666666666666667,0.3682732130696673,3,0.2,1.5,0.06,0.8,0.05,20,0.02750425862617814,0.1985925958691512,1.291214611165578,0.49485443800702666,3366145.8693830073,2.1492234233012828e-08,0.146196517462052,0.017851081933761663,1.0137985659403612,6896156.916103289,0.0001294253783045426,0.4881190944948895,6.317499846267185e-05
Peru,11396.493020613105,30375603.0,0.78609,0.6,0.7666666666666666,0.27019867536419195,3,0.2,1.5,0.06,0.8,0.05,20,0.06888750343228058,0.15777175943735086,1.1985671246105611,2.752289617224406,83602456.75383054,7.858942180688698e-08,2.387201076805542,0.13274884962826028,6.505565495170645,197610474.77180192,0.0005708392470739793,0.4230669292727199,0.00024150320736793986
Philippines,6326.2164238939795,98393574.0,0.4437300000000001,0.7333333333333333,0.6333333333333333,0.27365718828027585,3,0.2,1.5,0.06,0.8,0.05,20,0.053936886408158594,0.2470249903665975,1.2018342573076888,3.049859433182846,300086569.82847446,1.2804946653423147e-07,12.599244661096428,0.0888783155564907,4.38409251762624,431366531.5559038,0.0006930038784426692,0.6956649342870591,0.00048209849755749654
Poland,22835.220460808807,38514479.0,0.60539,0.6,0.7916666666666667,0.4132026319993685,3,0.2,1.5,0.06,0.8,0.05,20,0.057824445643935886,0.516368024197,1.3336578164419033,0.5999465705074304,23106629.590930447,4.362742346840543e-09,0.16802874849980082,0.04899749514604122,1.0244027532609254,39454338.3280101,4.4860646518349484e-05,0.5856549766170123,2.627286088772802e-05
Romania,18184.1097333037,19981358.0,0.5456399999999999,0.6,0.6916666666666667,0.2677480378213938,3,0.2,1.5,0.06,0.8,0.05,20,0.07368380748817263,0.4337320243547999,1.1962520955101494,1.9813635360570072,39590334.142100975,1.6815179957264567e-08,0.33599013056052796,0.0993483796603905,2.8052912831896477,56053529.423691735,0.00015427157690606284,0.7062951173484469,0.0001089612615143976
Russian Federation,23564.207736364595,143499861.0,0.7400800000000001,0.0,0.25,0.3491630039272151,3,0.2,1.5,0.06,0.8,0.05,20,0.042546421105607364,0.274995287955646,1.2731618842701848,0.9553047962583407,137086105.4757052,7.791894685759368e-09,1.1181358043331082,0.0,1.9180964199669877,275246569.6498604,8.139872307300007e-05,0.49804837041236044,4.054050138015469e-05
Rwanda,1426.3662876262308,11776522.0,0.28811,0.8,0.4833333333333333,0.7125778172498791,3,0.2,1.5,0.06,0.8,0.05,20,0.039113916642515366,0.04142119441756557,1.6164667809225368,0.16502521320359181,1943423.0538467895,7.212025045462694e-08,0.8493257161244242,0.0010657540930038886,0.26434825286654,3113103.0155443717,0.00018532985191796022,0.6242720026105378,0.00011569623780033945
Senegal,2170.0772069901705,14133280.0,0.43721,0.6666666666666667,0.5083333333333333,0.2262101120163632,3,0.2,1.5,0.06,0.8,0.05,20,0.02929216907597723,0.2159386488362416,1.1570127117457127,0.13363473015167476,1888697.0589580617,2.570646980348136e-08,0.36331673554414706,0.0018369693590393878,0.17681809519353886,2499019.648436939,8.148009417544183e-05,0.7557751937402273,6.158063396141652e-05
Serbia,12892.4963006621,7164132.0,0.5555300000000001,0.6,0.5083333333333333,0.2201204533701086,3,0.2,1.5,0.06,0.8,0.05,20,0.10955615626018066,0.30099355783628085,1.1512600303591554,5.012606637325278,35910975.61387441,7.159066287323906e-08,0.5128849587913838,0.1637544437171526,7.130723933188682,51085447.5129229,0.0005530910203032193,0.7029590100936308,0.0003888003161240273
Sierra Leone,1494.6485483389602,6092075.0,0.39942,0.7333333333333333,0.3333333333333333,0.4068659912801502,3,0.2,1.5,0.06,0.8,0.05,20,0.051476908048758346,0.05835395913457328,1.3276718199786748,0.2497698923146226,1521616.9167226045,1.1905087003589007e-07,0.7252668290738951,0.007502757695767402,0.4680737819746458,2851540.5853231903,0.0003131664514007843,0.5336122251088866,0.0001671094469614265
Slovak Republic,25758.862634894904,5413393.0,0.53598,0.7333333333333333,0.625,0.305901886041796,3,0.2,1.5,0.06,0.8,0.05,20,0.14760856848130152,0.4336790136506002,1.2322946629565266,2.525394974195865,13670955.475547073,1.2925524205352401e-08,0.06997094225458525,0.133033790465559,3.6359391626979014,19682767.61177468,0.00014115293886354994,0.694564694619917,9.803984787646538e-05
Slovenia,27368.172025911797,2059953.0,0.4965,0.8666666666666666,0.6916666666666667,0.2213378830398852,3,0.2,1.5,0.06,0.8,0.05,20,0.1094184334155629,0.3977482791859999,1.152410092358948,3.763743313684535,7753134.3302544,1.5880145306423205e-08,0.032712352964402405,0.20704413156833434,4.89177951331032,10076835.883782133,0.0001787397239639846,0.7694016673162707,0.00013752264163353973
South Africa,12454.190922007301,53157490.0,0.6480100000000001,0.7333333333333333,0.7166666666666667,0.41221819094326817,3,0.2,1.5,0.06,0.8,0.05,20,0.01739097661390025,0.13400214352821777,1.332727850401348,0.528241878512212,28080012.37459413,1.0214223344059216e-08,0.5429624752695944,0.0019623906795780497,0.965895484434312,51344579.55486209,7.755585974898752e-05,0.5468934134437776,4.2414788870690665e-05
Spain,31682.644741177108,46617825.0,0.7957899999999999,0.8,0.7166666666666667,0.18299929671374224,3,0.2,1.5,0.06,0.8,0.05,20,0.044690329736260935,0.4736918307142002,1.1161930094718842,0.6357406738864534,29636847.480620753,2.1079223916173867e-09,0.09826675716600079,0.016563282464821923,0.8089679162687675,37712324.75123206,2.5533471806959757e-05,0.7858663626843243,2.0065896615638206e-05
Sri Lanka,9425.737382585941,20483000.0,0.18356,0.6666666666666667,0.5083333333333333,0.33796080258900235,3,0.2,1.5,0.06,0.8,0.05,20,0.06235160323157399,0.11314581076131175,1.2625795677775449,0.4359752411859332,8930080.86521147,1.0798734837518131e-08,0.22119048567688387,0.011253306129179736,0.6723790707910887,13772340.50701387,7.133437348183599e-05,0.6484069182477464,4.625370127449104e-05
Sudan,3264.7729779456295,37964306.0,0.33806,0.6666666666666667,0.3333333333333333,0.9487533644538988,3,0.2,1.5,0.06,0.8,0.05,20,0.10540888065744396,0.0644439405620941,1.8395733215816272,0.14934723082782614,5669863.971400226,2.7070801099343645e-08,1.0277241766006187,0.002648773215787585,0.3435997118077472,13044524.600581126,0.00010524459560552924,0.43465470341078094,4.574505848850889e-05
Swaziland,6470.884190343929,1249514.0,0.21308000000000005,0.6,0.4166666666666667,0.1903806069209857,3,0.2,1.5,0.06,0.8,0.05,20,0.022691869071206704,0.13246692026191906,1.1231658676079854,0.9187358930774612,1147973.3607027908,4.663039794190118e-08,0.058265335053976706,0.013331438528790325,1.6515641759685744,2063652.5597711974,0.0002552300624438765,0.5562822846642701,0.00014197996225128395
Sweden,43540.494391932596,9600379.0,0.85815,0.7333333333333333,0.9166666666666669,0.357367643802592,3,0.2,1.5,0.06,0.8,0.05,20,0.03404651566690384,0.4245526545240001,1.2809125123162275,0.14733296294931134,1414452.2835063464,3.2853668232985695e-10,0.00315407666576923,0.008668567155715052,0.20310194648157623,1949855.6618608483,4.664667898654085e-06,0.72541384020008,3.383814653620698e-06
Syrian Arab Republic,4959.392523364486,22845550.0,0.5765600000000001,0.6666666666666667,0.3333333333333333,0.270750756517352,3,0.2,1.5,0.06,0.8,0.05,20,0.05528907896355716,0.12190363017660248,1.1990886558092937,0.5175968464511747,11824784.635442633,3.3947414971756986e-08,0.7755473661080228,0.011242494471689735,0.8067201298947121,18429965.06351614,0.00016266510990895064,0.6416064596264978,0.00010436698527343696
Tajikistan,2431.6590685452597,8207834.0,0.26781999999999995,0.6,0.3333333333333333,0.3854263244630784,3,0.2,1.5,0.06,0.8,0.05,20,0.07494478340376348,0.23553652654837773,1.3074185382436765,0.615113745051082,5048751.510497604,1.2916652653054042e-07,1.0601774081192716,0.016626278014709426,1.0538493826911413,8649820.794131361,0.0004333869810629361,0.5836827872691912,0.00025296052107299475
Tanzania,2364.702756760789,49253126.0,0.31608,0.6666666666666667,0.3333333333333333,0.4132043671227497,3,0.2,1.5,0.06,0.8,0.05,20,0.01994023261418108,0.07134070081938854,1.3336594555505232,0.13317149590631863,6559112.4674823955,2.8716228201513966e-08,1.4143640058539209,0.00251479622038001,0.22468101915883326,11066242.54643843,9.501448692291679e-05,0.5927136008412709,5.631637867616786e-05
Thailand,13931.811471326702,67010502.0,0.50374,0.6666666666666667,0.7416666666666667,0.24033636299972685,3,0.2,1.5,0.06,0.8,0.05,20,0.17032805698914133,0.5432394218730241,1.1703572727161073,2.0111076423035756,134765332.68679905,3.620472539953636e-08,2.426096823795082,0.31994690176553464,4.050971125923058,271457608.73560935,0.00029077131385681114,0.49645074718850846,0.0001443536360251982
Togo,1345.9142762919698,6816982.0,0.39964,0.2,0.25,0.3708920312086315,3,0.2,1.5,0.06,0.8,0.05,20,0.02331605318040952,0.009771735815544812,1.2936885144232038,0.14104528417265452,961503.1633898707,7.429375096711872e-08,0.5064591630553309,0.0003152737169678224,0.2496041038817978,1701546.6832883458,0.00018545319585246085,0.5650759822420538,0.0001047951468062573
Turkey,18567.1347101229,74932641.0,0.7339699999999999,0.8666666666666666,0.6916666666666667,0.4121669094199699,3,0.2,1.5,0.06,0.8,0.05,20,0.029053408461022487,0.21439649646307532,1.3326794065916554,0.710996716850645,53276861.73594803,8.65289862119222e-09,0.6483845459911917,0.052262483301467495,1.4893633099971704,111601926.22658968,8.02150322734052e-05,0.4773829945172987,3.8293292311979934e-05
Uganda,1620.57693909325,37578876.0,0.16101,0.6666666666666667,0.5916666666666667,0.5735745521051661,3,0.2,1.5,0.06,0.8,0.05,20,0.005528611190306575,0.16069034817609446,1.4851553983772257,0.06723441475150126,2526593.7348792367,3.13821804385742e-08,1.1793070673108055,0.001955330954183164,0.13930244302218803,5234829.232827869,8.595854949048635e-05,0.48265065057611506,4.148794983416242e-05
Ukraine,8508.01478731021,45489600.0,0.69695,0.0,0.05,0.2458541924399426,3,0.2,1.5,0.06,0.8,0.05,20,0.03942413210103664,0.32798375695518234,1.175569767629012,0.9648353802619616,43889975.51396453,2.5016748290064693e-08,1.1380018730157269,0.0,1.335847975778478,60767190.07897265,0.00015701053761341702,0.7222643577385327,0.00011340311510753638
United Kingdom,36931.47422571949,64106779.0,0.8259200000000001,0.8,0.8916666666666666,0.3031281747480405,3,0.2,1.5,0.06,0.8,0.05,20,0.03970236878830578,0.4789160524714002,1.2296744377094044,0.6854635457333531,43942860.03888446,1.957782182201857e-09,0.12550710968455214,0.015437052575594358,0.9450232696931274,60582397.90007472,2.55885606926301e-05,0.7253403886614772,1.8560416558080115e-05
United States,51340.48762791171,316128839.0,0.8161700000000001,0.7333333333333333,0.9166666666666669,0.3187368533465751,3,0.2,1.5,0.06,0.8,0.05,20,0.03695696893703195,0.17613583013,1.2444193947026463,1.6623708296151127,525523360.3536924,3.192522096872344e-09,1.0092483039660995,0.02681229556965229,2.526861392943122,798813758.4650319,4.921771314788548e-05,0.6578797057320555,3.2379334642535616e-05
Uruguay,18965.8165353822,3407062.0,0.95311,0.6666666666666667,0.6333333333333333,0.29188665397069,3,0.2,1.5,0.06,0.8,0.05,20,0.017541884117561222,0.22060273026681634,1.2190549775575228,0.3947717042712117,1345011.672297683,3.947132693966268e-09,0.013448125810570102,0.013721541926609748,0.7015116546854139,2390093.7012357954,3.698821262858309e-05,0.5627443273886066,2.0814906836978754e-05
Uzbekistan,5002.149120074171,30243200.0,0.36365,0.0,0.0,0.730183656731034,3,0.2,1.5,0.06,0.8,0.05,20,0.04642191618416965,0.2447220811116502,1.6330983839336926,0.20530216039634414,6208994.2972987145,1.9578010173448146e-08,0.592101677277627,0.0,0.47127863232560185,14252973.933149641,9.421523049648983e-05,0.43562798377521783,4.104279090210328e-05
"Venezuela, RB",17614.5982099448,30405207.0,0.8898999999999999,0.0,0.05,0.3131698078545005,3,0.2,1.5,0.06,0.8,0.05,20,0.03348260034475498,0.12283373305356188,1.239160407156592,1.8637885958348122,56668878.0605968,1.9072242855307613e-08,0.5798954919698991,0.0,3.034042593298586,92250693.09606032,0.00017224591541268507,0.6142921658224041,0.00010580931643292093
Vietnam,5124.603519802271,89708900.0,0.3359300000000001,0.5333333333333333,0.5916666666666667,0.2697045509948559,3,0.2,1.5,0.06,0.8,0.05,20,0.21090055076081826,0.2571587439018341,1.1981003430999304,1.704213771825774,152883142.8353412,1.0037162019727128e-07,9.00422763911499,0.04864285948864837,2.5053822436968485,224755085.1615762,0.000488892893667902,0.6802210625198253,0.0003325552435891723
"Yemen, Rep.",3832.2847399189595,24407381.0,0.34606000000000003,0.33333333333333337,0.16666666666666666,0.2191314756601725,3,0.2,1.5,0.06,0.8,0.05,20,0.01983274670164713,0.08234295611188559,1.1503257787049728,0.5191441600659223,12670949.308653953,4.29810204389972e-08,1.049054141623392,0.0019776062980769765,0.6937968015522274,16933762.872066606,0.00018103999275557458,0.7482654271458794,0.00013546596750973694
Zambia,3799.5404355804794,14538640.0,0.40922,0.8666666666666666,0.5416666666666667,0.425750249346411,3,0.2,1.5,0.06,0.8,0.05,20,0.01859221189872716,0.12531300606538776,1.3455110990232466,0.20598120132236752,2994686.532793426,3.14516843400893e-08,0.45726471601419594,0.006647108744209081,0.5012058804508002,7286851.861757222,0.00013191223753201823,0.4109712382805677,5.421213560289391e-05
